Barri;Metres_Quadrats;Num_Habitacions;Num_Lavabos;Preu;Tipus_Immoble
Dreta de l«Eixample;60;2;1;1.200 Û;Piso
Esquerra Alta de l«Eixample;76;2;2;1.590 Û;çtico
La Marina-Montju•c;80;3;1;800 Û;Piso
Les Corts;91;3;2;1.490 Û;Piso
Raval;45;;1;700 Û;Loft
Les Corts;92;4;1;1.250 Û;çtico
Esquerra Alta de l«Eixample;75;;1;800 Û;Piso
Tres Torres;120;3;2;1.800 Û;Piso
Sant Gervasi - Galvany;150;4;3;1.750 Û;Piso
Putget - Farr—;79;2;1;1.250 Û;çtico
Esquerra Baixa de l«Eixample;81;2;1;1.175 Û;Piso
Esquerra Alta de l«Eixample;82;3;1;990 Û;Piso
Sant Gervasi - Bonanova;199;6;3;2.490 Û;Piso
Sant Gervasi - Bonanova;50;2;1;890 Û;Piso
El Clot;74;3;2;1.000 Û;Piso
Sant Ramon - Maternitat;146;4;2;1.550 Û;Piso
Raval;46;;1;875 Û;Loft
Sarriˆ;98;3;1;1.450 Û;çtico
Tres Torres;60;2;1;1.000 Û;Planta
Sant Gervasi - Bonanova;63;;1;2.300 Û;Apartamento
Putget - Farr—;54;;1;990 Û;Piso
Sant Antoni;85;3;1;1.050 Û;Piso
Poble Sec;85;3;1;1.050 Û;Piso
Sagrada Fam’lia;62;2;1;990 Û;Piso
Sarriˆ;78;2;2;1.700 Û;Piso
Guinard—;34;;1;825 Û;çtico
Sant Antoni;40;2;1;1.000 Û;Piso
Esquerra Alta de l«Eixample;50;;1;890 Û;Apartamento
Sant Antoni;75;3;2;980 Û;Apartamento
Sagrada Fam’lia;52;2;1;800 Û;Piso
Sant Gervasi - Galvany;88;3;2;1.350 Û;Piso
Esquerra Alta de l«Eixample;76;2;2;1.100 Û;Piso
Sant Gervasi - Galvany;45;2;1;900 Û;Piso
Les Corts;48;;1;831 Û;Apartamento
Esquerra Alta de l«Eixample;76;2;2;1.100 Û;Piso
Sant Gervasi - Galvany;45;2;1;900 Û;Piso
Esquerra Alta de l«Eixample;70;2;1;950 Û;Piso
Sant Mart’;66;;1;625 Û;Piso
Pedralbes;250;4;3;3.200 Û;Piso
Les Corts;98;4;2;1.400 Û;Piso
Gl˜ries El Parc;90;2;2;1.000 Û;Piso
Sant Antoni;100;3;2;1.450 Û;Piso
Barceloneta;40;;1;650 Û;Apartamento
Sarriˆ;72;2;1;1.000 Û;Piso
Esquerra Baixa de l«Eixample;103;3;1;1.300 Û;Piso
Vilapicina - Torre Llobeta;55;2;1;750 Û;Piso
Sant Gervasi - Galvany;98;2;2;1.650 Û;Piso
Esquerra Alta de l«Eixample;85;3;1;1.100 Û;Piso
Congrs - Indians;76;3;1;900 Û;Piso
G˜tic;112;3;2;1.790 Û;Piso
Tres Torres;60;2;1;1.300 Û;Piso
Camp de l«Arpa;92;3;2;1.100 Û;Piso
Esquerra Baixa de l«Eixample;180;3;4;3.330 Û;Apartamento
Dreta de l«Eixample;77;4;1;1.075 Û;Piso
Sant Antoni;75;2;2;1.225 Û;Piso
Esquerra Alta de l«Eixample;112;3;1;1.590 Û;Piso
Poblenou;105;3;2;1.300 Û;Piso
Sants;78;;1;1.200 Û;Piso
Esquerra Alta de l«Eixample;60;2;1;1.700 Û;Apartamento
G˜tic;70;;1;1.300 Û;çtico
Camp de l«Arpa;55;2;1;970 Û;Piso
Les Corts;70;2;2;1.051 Û;Piso
Sant Gervasi - Bonanova;135;4;2;2.000 Û;çtico
Esquerra Alta de l«Eixample;53;2;1;900 Û;Piso
Sagrada Fam’lia;142;3;2;2.400 Û;Piso
G˜tic;95;3;1;875 Û;Piso
Raval;106;2;1;1.200 Û;Piso
Dreta de l«Eixample;52;;1;890 Û;Piso
Dreta de l«Eixample;79;2;1;950 Û;Piso
Hostafrancs;75;3;1;950 Û;Piso
Dreta de l«Eixample;72;3;1;2.500 Û;Piso
Sant Gervasi - Galvany;59;3;1;1.300 Û;Piso
Badal;61;2;1;1.000 Û;çtico
Sant Ramon - Maternitat;50;2;2;800 Û;Apartamento
La Bordeta;80;2;2;1.300 Û;Piso
Gl˜ries El Parc;53;;1;1.050 Û;Piso
Vallcarca - Penitents;100;4;2;1.250 Û;Piso
Dreta de l«Eixample;48;;1;900 Û;Apartamento
Camp de l«Arpa;60;2;1;925 Û;Piso
Esquerra Alta de l«Eixample;35;;1;1.100 Û;Piso
Poblenou;62;3;1;800 Û;Piso
Dreta de l«Eixample;50;;1;1.025 Û;çtico
Poble Sec;50;2;1;950 Û;Piso
Tres Torres;185;4;3;2.950 Û;Piso
Raval;45;;1;800 Û;Piso
Sagrada Fam’lia;90;4;2;1.100 Û;Piso
Camp d«en Grassot - Grˆcia N.;102;2;2;1.900 Û;Apartamento
Poblenou;72;3;1;1.350 Û;Piso
Raval;300;3;4;3.000 Û;Apartamento
Sagrada Fam’lia;70;2;1;910 Û;Piso
Raval;53;;1;900 Û;Piso
Poblenou;90;2;2;1.450 Û;Piso
Dreta de l«Eixample;127;3;2;2.500 Û;Piso
Esquerra Alta de l«Eixample;42;2;1;900 Û;Piso
Dreta de l«Eixample;140;3;2;1.700 Û;Piso
G˜tic;68;;1;1.550 Û;Apartamento
Dreta de l«Eixample;60;;1;1.000 Û;Piso
Dreta de l«Eixample;125;3;2;1.750 Û;Piso
Sagrada Fam’lia;100;4;2;1.400 Û;Piso
Esquerra Alta de l«Eixample;55;;;990 Û;Piso
Sant Gervasi - Galvany;65;;2;1.050 Û;Piso
Sarriˆ;91;4;2;1.500 Û;Piso
Barceloneta;55;2;1;990 Û;Piso
Raval;46;;1;675 Û;Piso
Sants;35;;1;700 Û;Piso
Sant Andreu;55;3;1;725 Û;Piso
Esquerra Baixa de l«Eixample;44;;1;990 Û;Piso
Esquerra Alta de l«Eixample;55;3;1;990 Û;Piso
El Coll;42;3;1;785 Û;Piso
Esquerra Alta de l«Eixample;85;2;2;1.150 Û;Piso
Raval;60;;1;700 Û;Apartamento
Vila de Grˆcia;70;3;1;1.200 Û;Piso
Sant Gervasi - Bonanova;80;2;2;1.075 Û;Piso
St. Pere - Sta. Caterina - El Born;65;2;2;1.100 Û;Piso
Sant Gervasi - Bonanova;105;4;2;1.500 Û;Piso
Fort Pienc;95;4;2;1.200 Û;Piso
Vila Ol’mpica;175;3;2;2.500 Û;Piso
Poble Sec;75;2;1;900 Û;Piso
Gl˜ries El Parc;64;;1;1.150 Û;Piso
Sant Gervasi - Bonanova;53;;1;950 Û;Piso
Raval;81;2;1;2.300 Û;Piso
Sants;52;;1;1.300 Û;Piso
Vila de Grˆcia;40;;1;850 Û;Piso
Badal;65;2;1;1.190 Û;Piso
Navas;86;3;2;1.075 Û;Piso
Tur— de la Peira - Can Peguera;72;3;1;814 Û;Piso
Les Corts;108;4;2;1.600 Û;Piso
Sant Gervasi - Bonanova;75;2;1;990 Û;Piso
Poblenou;70;3;1;950 Û;Piso
Sagrada Fam’lia;83;3;2;1.200 Û;Piso
Sant Gervasi - Galvany;140;2;1;1.500 Û;Piso
Esquerra Alta de l«Eixample;104;4;2;1.320 Û;Piso
Gl˜ries El Parc;120;3;2;2.900 Û;Piso
G˜tic;41;;1;900 Û;Loft
Putget - Farr—;65;2;1;1.000 Û;Piso
Dreta de l«Eixample;151;3;2;1.658 Û;Piso
Vila de Grˆcia;120;;2;1.300 Û;Piso
Esquerra Alta de l«Eixample;63;2;1;950 Û;Piso
G˜tic;52;;2;1.200 Û;Apartamento
G˜tic;52;;2;1.200 Û;Apartamento
Camp d«en Grassot - Grˆcia N.;80;3;1;950 Û;Piso
Raval;55;;1;690 Û;Apartamento
Sant Gervasi - Galvany;60;2;1;990 Û;Piso
Diagonal Mar - La Mar Bella;120;3;2;2.100 Û;Piso
Dreta de l«Eixample;48;;1;900 Û;Apartamento
Putget - Farr—;70;2;1;1.150 Û;Piso
Vila de Grˆcia;70;;1;1.450 Û;Piso
Raval;50;2;1;800 Û;Piso
Vila de Grˆcia;90;3;2;1.300 Û;Piso
Sant Antoni;67;;1;1.100 Û;Piso
Taxonera;60;3;1;740 Û;Piso
Dreta de l«Eixample;85;2;1;1.850 Û;Apartamento
Pedralbes;100;3;2;1.400 Û;Piso
Dreta de l«Eixample;80;3;2;2.680 Û;Apartamento
La Salut;170;4;2;1.450 Û;Piso
Esquerra Baixa de l«Eixample;60;3;1;990 Û;Piso
Sant Andreu;62;3;2;795 Û;Apartamento
Navas;74;3;1;900 Û;Piso
Sants;45;;1;1.100 Û;Piso
G˜tic;72;2;1;1.250 Û;Piso
Esquerra Alta de l«Eixample;94;3;2;1.300 Û;Apartamento
Sagrada Fam’lia;105;3;2;1.300 Û;Piso
Raval;85;2;1;950 Û;Apartamento
Sagrada Fam’lia;55;2;1;900 Û;Piso
Putget - Farr—;230;6;3;2.900 Û;Piso
Sant Andreu;55;2;1;840 Û;çtico
Esquerra Alta de l«Eixample;38;;1;1.500 Û;çtico
G˜tic;115;3;2;1.400 Û;Piso
Fort Pienc;80;2;2;950 Û;Piso
Raval;50;;1;750 Û;Piso
Vallcarca - Penitents;66;2;1;950 Û;çtico
Sarriˆ;75;;1;1.000 Û;çtico
Esquerra Baixa de l«Eixample;146;5;2;1.600 Û;Apartamento
Poble Sec;80;3;2;1.200 Û;Apartamento
Esquerra Alta de l«Eixample;116;3;2;1.600 Û;Piso
Vila de Grˆcia;75;3;1;950 Û;Piso
Sant Antoni;120;4;2;1.200 Û;Piso
Sant Gervasi - Bonanova;45;2;1;850 Û;Piso
Barceloneta;35;;1;850 Û;Piso
Dreta de l«Eixample;85;3;2;1.200 Û;Piso
Dreta de l«Eixample;40;;1;1.250 Û;Apartamento
Poblenou;58;2;1;900 Û;Piso
Tres Torres;95;2;2;3.500 Û;Apartamento
Sant Gervasi - Galvany;93;2;1;1.800 Û;Piso
Guinard—;97;4;2;1.100 Û;Piso
Sagrada Fam’lia;90;3;2;1.100 Û;Piso
Pedralbes;155;4;3;2.800 Û;Apartamento
Les Corts;60;3;1;900 Û;Piso
Sagrada Fam’lia;40;;1;790 Û;çtico
Tres Torres;145;4;2;1.900 Û;Piso
Sant Andreu;73;2;1;995 Û;Piso
Sarriˆ;162;4;3;2.150 Û;Piso
Tres Torres;103;3;1;1.300 Û;Piso
Dreta de l«Eixample;95;2;3;1.590 Û;Piso
Sants;88;2;2;1.600 Û;Piso
La Salut;75;2;1;1.068 Û;Apartamento
Badal;107;2;2;1.300 Û;Piso
Sant Gervasi - Galvany;250;4;3;3.000 Û;Piso
Sant Gervasi - Galvany;250;3;3;3.000 Û;Piso
Putget - Farr—;50;;1;930 Û;Piso
Pedralbes;280;4;4;3.600 Û;Piso
Esquerra Alta de l«Eixample;70;2;2;1.200 Û;Piso
Vallcarca - Penitents;119;3;3;1.600 Û;Piso
Pedralbes;100;4;2;1.400 Û;Piso
Sant Gervasi - Bonanova;200;4;3;5.600 Û;Piso
Sant Gervasi - Galvany;325;6;4;5.000 Û;Piso
G˜tic;120;3;2;1.700 Û;Piso
Vila de Grˆcia;68;2;1;1.050 Û;Piso
Pedralbes;140;4;3;2.000 Û;Piso
Diagonal Mar - La Mar Bella;74;2;1;1.350 Û;Piso
Sagrada Fam’lia;58;2;2;1.325 Û;Piso
Dreta de l«Eixample;226;4;3;7.000 Û;Piso
Dreta de l«Eixample;161;4;3;2.000 Û;Piso
Raval;52;;1;750 Û;Piso
Sant Gervasi - Bonanova;773;1;8;15.000 Û;Casa
Vila de Grˆcia;104;;1;1.600 Û;Dœplex
La Salut;73;3;1;1.100 Û;çtico
Sant Gervasi - Galvany;324;4;4;8.000 Û;çtico
Esquerra Baixa de l«Eixample;75;3;1;1.000 Û;Piso
Sant Gervasi - Galvany;322;5;5;4.900 Û;Piso
G˜tic;84;2;1;969 Û;Piso
Sant Gervasi - Galvany;60;2;1;990 Û;Piso
Sant Gervasi - Galvany;520;5;5;8.500 Û;çtico
Putget - Farr—;100;4;2;1.350 Û;Piso
Gl˜ries El Parc;90;3;1;1.150 Û;Piso
Les Corts;80;3;1;1.300 Û;Piso
Raval;45;;1;725 Û;Apartamento
Badal;62;;1;780 Û;Apartamento
St. Pere - Sta. Caterina - El Born;56;;1;875 Û;Piso
Sarriˆ;45;;1;1.046 Û;Piso
Camp de l«Arpa;101;4;2;1.400 Û;Piso
G˜tic;90;3;1;950 Û;Piso
Sarriˆ;190;4;3;3.500 Û;Piso
Sant Gervasi - Galvany;220;3;3;3.500 Û;çtico
Sant Ramon - Maternitat;75;2;2;860 Û;Piso
Dreta de l«Eixample;100;2;2;2.150 Û;Piso
Diagonal Mar - La Mar Bella;350;4;4;3.000 Û;Casa
La Sagrera;110;4;2;1.092 Û;Apartamento
Dreta de l«Eixample;101;2;2;2.950 Û;Piso
Fort Pienc;53;2;1;990 Û;Piso
Esquerra Baixa de l«Eixample;140;4;2;2.000 Û;Piso
Esquerra Alta de l«Eixample;75;4;1;1.000 Û;Piso
El Clot;78;2;2;1.125 Û;Apartamento
Esquerra Baixa de l«Eixample;74;2;1;1.200 Û;Apartamento
Vila de Grˆcia;154;5;4;2.750 Û;Casa
Camp de l«Arpa;58;2;1;750 Û;Piso
Sant Gervasi - Galvany;140;3;2;2.600 Û;Piso
Badal;45;;1;600 Û;Piso
Navas;90;;2;990 Û;Dœplex
St. Pere - Sta. Caterina - El Born;112;3;2;1.800 Û;çtico
La Bordeta;42;;1;800 Û;Piso
Vila de Grˆcia;125;3;2;1.850 Û;Piso
Sagrada Fam’lia;83;3;2;1.050 Û;Piso
Sant Gervasi - Bonanova;160;4;3;1.800 Û;Piso
Gl˜ries El Parc;90;4;1;1.000 Û;Piso
Tres Torres;82;3;2;1.326 Û;Piso
Vallcarca - Penitents;95;3;2;1.450 Û;Piso
G˜tic;130;4;2;1.200 Û;Piso
El Clot;111;3;2;1.350 Û;Piso
Dreta de l«Eixample;194;5;3;2.000 Û;Apartamento
Esquerra Alta de l«Eixample;110;3;2;1.990 Û;Piso
Sant Antoni;85;3;2;1.275 Û;Piso
Sant Gervasi - Bonanova;72;2;1;1.100 Û;Piso
Sant Gervasi - Galvany;321;5;4;5.300 Û;Piso
Sant Antoni;91;4;2;1.300 Û;Piso
Raval;42;;1;650 Û;Apartamento
Esquerra Alta de l«Eixample;45;2;1;890 Û;Piso
Dreta de l«Eixample;47;;1;975 Û;Piso
St. Pere - Sta. Caterina - El Born;67;2;2;1.200 Û;Piso
Les Corts;74;3;1;990 Û;Piso
Sant Gervasi - Galvany;75;3;2;910 Û;Piso
Poble Sec;80;3;2;1.180 Û;Piso
Raval;68;2;2;1.000 Û;Piso
Les Corts;60;;1;875 Û;Piso
Sant Antoni;74;2;1;1.000 Û;Piso
Sant Ramon - Maternitat;95;4;2;1.550 Û;Piso
Sant Antoni;96;3;1;1.183 Û;Piso
Raval;100;3;2;950 Û;Piso
Tres Torres;85;2;2;2.100 Û;Piso
Sarriˆ;55;;1;1.175 Û;Apartamento
Navas;60;2;2;1.020 Û;Apartamento
St. Pere - Sta. Caterina - El Born;68;2;1;1.000 Û;Piso
Sant Gervasi - Galvany;63;3;1;1.150 Û;Piso
Esquerra Alta de l«Eixample;75;4;2;950 Û;Piso
Raval;63;2;1;900 Û;Piso
Sant Gervasi - Bonanova;60;3;1;950 Û;Piso
Vallcarca - Penitents;45;2;1;800 Û;Piso
Gl˜ries El Parc;75;3;1;1.000 Û;Piso
Dreta de l«Eixample;137;4;2;2.100 Û;Piso
Esquerra Alta de l«Eixample;75;2;1;1.000 Û;Piso
Esquerra Alta de l«Eixample;127;3;2;1.250 Û;Piso
Sagrada Fam’lia;100;4;2;1.030 Û;Piso
Vila de Grˆcia;75;2;2;1.350 Û;Piso
Camp de l«Arpa;68;3;1;900 Û;Piso
Sant Gervasi - Galvany;90;3;2;1.275 Û;Piso
Camp de l«Arpa;40;;1;625 Û;Apartamento
Esquerra Baixa de l«Eixample;90;3;2;1.400 Û;Piso
Dreta de l«Eixample;110;4;2;1.500 Û;Piso
Hostafrancs;75;3;1;980 Û;Piso
Taxonera;150;3;2;1.950 Û;Apartamento
St. Pere - Sta. Caterina - El Born;108;3;2;1.650 Û;Piso
Camp de l«Arpa;135;4;3;1.920 Û;Dœplex
Sarriˆ;65;2;2;1.150 Û;Piso
Vallcarca - Penitents;54;;1;930 Û;Piso
Sant Andreu;61;2;1;820 Û;Piso
Dreta de l«Eixample;95;3;1;950 Û;Piso
St. Pere - Sta. Caterina - El Born;60;;1;875 Û;Piso
Poblenou;55;2;1;850 Û;Piso
Tres Torres;210;4;5;2.436 Û;Piso
Sagrada Fam’lia;57;2;2;1.400 Û;Piso
Les Corts;220;0;4;2.600 Û;Piso
Sarriˆ;130;4;2;1.950 Û;Piso
Badal;52;;1;850 Û;Piso
Putget - Farr—;170;3;3;2.800 Û;Piso
Sant Gervasi - Bonanova;82;3;2;1.325 Û;Piso
Dreta de l«Eixample;85;2;1;1.534 Û;Piso
Camp d«en Grassot - Grˆcia N.;62;2;1;1.100 Û;Piso
Sant Gervasi - Bonanova;65;;1;1.000 Û;Piso
Raval;44;2;1;1.050 Û;Piso
Esquerra Alta de l«Eixample;75;2;1;1.300 Û;Piso
Dreta de l«Eixample;85;2;2;2.000 Û;Piso
Les Corts;80;3;1;1.300 Û;Piso
Raval;235;5;3;3.000 Û;Apartamento
Sagrada Fam’lia;75;2;1;990 Û;Piso
Vila de Grˆcia;74;3;1;1.050 Û;Piso
Sant Gervasi - Galvany;110;2;2;1.850 Û;Piso
Esquerra Alta de l«Eixample;80;2;1;975 Û;Piso
Montbau;64;3;1;850 Û;Piso
Sant Gervasi - Galvany;75;2;2;1.500 Û;Planta
G˜tic;110;2;2;1.450 Û;Piso
Esquerra Baixa de l«Eixample;111;4;2;1.295 Û;Piso
Sarriˆ;65;;1;1.000 Û;Piso
Badal;90;3;2;1.100 Û;Piso
Sant Gervasi - Galvany;202;5;3;3.250 Û;Piso
Raval;62;2;1;700 Û;Piso
Sarriˆ;95;4;2;1.100 Û;Piso
Raval;70;2;2;1.200 Û;Piso
Font de la Guatlla;81;3;2;935 Û;Piso
Diagonal Mar - La Mar Bella;77;2;1;1.200 Û;Piso
Esquerra Baixa de l«Eixample;55;2;1;1.050 Û;Piso
Camp d«en Grassot - Grˆcia N.;59;2;1;895 Û;Piso
Putget - Farr—;100;3;2;1.175 Û;Piso
Sant Gervasi - Galvany;47;;1;900 Û;Piso
Sant Ramon - Maternitat;45;;1;800 Û;Piso
Pedralbes;90;3;2;1.350 Û;Piso
Raval;46;;1;800 Û;Piso
Sants;91;3;2;1.000 Û;Piso
Sant Antoni;47;2;1;725 Û;Piso
Vila de Grˆcia;85;4;1;1.300 Û;Piso
St. Pere - Sta. Caterina - El Born;75;;1;1.300 Û;Piso
Sant Gervasi - Bonanova;480;8;4;11.500 Û;Chalet
Esquerra Baixa de l«Eixample;121;3;3;1.600 Û;Piso
Sant Gervasi - Galvany;156;4;2;1.790 Û;Piso
G˜tic;100;3;2;1.395 Û;Piso
Esquerra Baixa de l«Eixample;68;2;1;1.390 Û;Piso
Sarriˆ;131;3;3;2.500 Û;Piso
Sarriˆ;80;3;1;1.200 Û;Piso
Sant Gervasi - Galvany;73;2;2;1.247 Û;Piso
Sant Gervasi - Bonanova;90;2;2;1.453 Û;Piso
Hostafrancs;110;3;2;1.050 Û;Piso
Sant Gervasi - Galvany;80;2;1;950 Û;Piso
Sant Gervasi - Galvany;160;4;2;1.950 Û;Piso
Esquerra Alta de l«Eixample;74;2;2;1.250 Û;Piso
St. Pere - Sta. Caterina - El Born;101;2;2;2.300 Û;Piso
Esquerra Alta de l«Eixample;92;3;2;1.450 Û;Piso
Raval;84;3;1;1.200 Û;Piso
Esquerra Alta de l«Eixample;90;4;2;1.400 Û;Piso
Poblenou;50;2;1;890 Û;Piso
Sants;76;2;2;1.100 Û;Piso
Sant Gervasi - Galvany;129;3;2;1.948 Û;Piso
Camp de l«Arpa;70;3;1;975 Û;Piso
Vila de Grˆcia;70;3;2;1.100 Û;Piso
Dreta de l«Eixample;95;3;2;1.250 Û;Piso
Sant Ramon - Maternitat;110;3;2;1.580 Û;Piso
Esquerra Alta de l«Eixample;70;2;1;850 Û;Apartamento
El Clot;110;4;2;1.150 Û;Piso
Esquerra Baixa de l«Eixample;85;4;1;1.200 Û;Piso
Sant Gervasi - Galvany;90;2;2;1.450 Û;Piso
St. Pere - Sta. Caterina - El Born;53;;1;850 Û;Apartamento
Les Corts;90;3;1;1.185 Û;Piso
Raval;90;3;2;1.100 Û;Piso
Poble Sec;65;2;1;800 Û;Piso
Sant Gervasi - Galvany;390;5;4;5.900 Û;Piso
La Sagrera;95;4;2;1.200 Û;Piso
Vila de Grˆcia;70;2;1;1.100 Û;Piso
Diagonal Mar - La Mar Bella;95;4;2;1.550 Û;Piso
St. Pere - Sta. Caterina - El Born;50;;1;750 Û;Piso
Camp d«en Grassot - Grˆcia N.;40;;1;950 Û;Piso
Baix Guinard—;45;;1;730 Û;Apartamento
Vila de Grˆcia;54;2;1;850 Û;Piso
Esquerra Alta de l«Eixample;39;;1;800 Û;Piso
Poble Sec;83;;1;980 Û;Loft
Sants;56;;1;895 Û;Piso
Gl˜ries El Parc;60;3;;975 Û;Piso
Raval;150;4;2;1.900 Û;Piso
La Salut;100;4;2;1.280 Û;Piso
La Bordeta;84;2;2;1.350 Û;Piso
St. Pere - Sta. Caterina - El Born;91;2;2;2.500 Û;Piso
Hostafrancs;60;2;1;930 Û;Piso
Sagrada Fam’lia;50;3;1;800 Û;Piso
Tres Torres;67;2;1;10.923 Û;Piso
Raval;82;2;1;1.200 Û;Piso
Camp de l«Arpa;91;4;1;1.050 Û;Piso
Esquerra Alta de l«Eixample;85;3;1;1.150 Û;Piso
Dreta de l«Eixample;110;4;2;1.280 Û;Piso
Sant Antoni;95;4;1;1.300 Û;Piso
Esquerra Alta de l«Eixample;60;2;1;900 Û;Piso
Guinard—;65;2;1;1.290 Û;çtico
Sant Gervasi - Bonanova;169;4;3;2.200 Û;çtico
Vila Ol’mpica;125;4;2;1.980 Û;Piso
Dreta de l«Eixample;118;3;2;1.500 Û;Piso
Dreta de l«Eixample;55;;1;1.200 Û;Apartamento
Baix Guinard—;75;2;1;950 Û;Piso
St. Pere - Sta. Caterina - El Born;133;5;2;1.500 Û;Piso
La Salut;70;3;1;850 Û;Piso
Raval;35;;1;750 Û;Piso
Vallcarca - Penitents;68;3;1;950 Û;Piso
Dreta de l«Eixample;186;3;3;4.500 Û;Piso
Navas;78;4;1;900 Û;Piso
Esquerra Baixa de l«Eixample;153;3;2;1.900 Û;Piso
Esquerra Baixa de l«Eixample;78;2;1;1.250 Û;Piso
Sant Gervasi - Galvany;52;2;1;1.100 Û;Piso
La Bordeta;80;3;1;950 Û;Piso
Putget - Farr—;55;2;1;1.150 Û;çtico
Vila Ol’mpica;140;4;2;1.700 Û;Piso
El Clot;65;2;1;900 Û;Piso
Sant Gervasi - Galvany;150;4;3;2.500 Û;Piso
Camp d«en Grassot - Grˆcia N.;79;3;1;980 Û;Piso
Sant Gervasi - Galvany;45;;1;1.150 Û;Piso
Poble Sec;35;2;1;625 Û;Piso
La Salut;130;4;2;1.350 Û;Piso
Poble Sec;42;3;1;740 Û;Piso
Sant Gervasi - Galvany;177;5;3;2.985 Û;Piso
G˜tic;60;2;1;1.250 Û;Piso
Sant Antoni;100;3;2;1.450 Û;Piso
Raval;87;2;2;2.000 Û;Piso
Sant Andreu;145;4;2;1.190 Û;çtico
Vila de Grˆcia;70;2;1;1.000 Û;Planta
Les Corts;90;4;2;1.290 Û;Piso
Les Corts;65;2;2;1.200 Û;Piso
Dreta de l«Eixample;96;2;1;1.150 Û;Piso
Dreta de l«Eixample;86;2;2;1.300 Û;Piso
Sant Gervasi - Galvany;80;3;2;1.300 Û;Piso
Raval;44;2;1;950 Û;Piso
Esquerra Baixa de l«Eixample;79;3;1;1.000 Û;Piso
Carmel;55;2;1;750 Û;Piso
Barceloneta;40;;1;700 Û;Apartamento
Esquerra Baixa de l«Eixample;79;;1;1.390 Û;Piso
Sarriˆ;160;4;3;1.750 Û;Piso
Carmel;50;2;1;690 Û;Piso
Sant Gervasi - Galvany;140;4;2;6.000 Û;Apartamento
Sant Gervasi - Galvany;140;4;2;5.000 Û;Apartamento
Esquerra Alta de l«Eixample;50;;1;780 Û;Piso
Sagrada Fam’lia;65;;2;1.100 Û;Piso
Camp d«en Grassot - Grˆcia N.;87;4;1;1.050 Û;Piso
Putget - Farr—;115;3;2;1.600 Û;Apartamento
St. Pere - Sta. Caterina - El Born;60;2;1;1.200 Û;Loft
Dreta de l«Eixample;145;4;2;1.600 Û;Piso
Dreta de l«Eixample;208;3;3;5.000 Û;Piso
Sant Gervasi - Galvany;338;6;4;6.800 Û;Piso
St. Pere - Sta. Caterina - El Born;70;2;1;1.400 Û;Piso
Les Corts;60;2;1;1.000 Û;Piso
Sagrada Fam’lia;89;4;2;1.200 Û;Piso
El Clot;90;4;2;845 Û;Piso
Esquerra Baixa de l«Eixample;72;3;1;1.100 Û;Piso
Vallcarca - Penitents;32;2;1;650 Û;Piso
Camp d«en Grassot - Grˆcia N.;150;3;2;2.350 Û;Piso
Poblenou;55;2;1;1.000 Û;Planta
Sant Andreu;85;3;1;899 Û;Piso
